movieId,title,tmdb_id,overview,poster_url,genres,release_year,actors,directors
170,Hackers (1995),10428,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",https://image.tmdb.org/t/p/w500/qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg,Action|Crime|Thriller|Drama,1995,Jonny Lee Miller|Angelina Jolie|Matthew Lillard|Jesse Bradford|Renoly Santiago,Iain Softley
171,Jeffrey (1995),17447,"Jeffrey, a gay man living in New York City with an overwhelming fear of contracting AIDS, concludes that being celibate is the only option to protect himself. As fate would have it, shortly after his declaration of a sex-free existence, he meets the handsome Steve Howard, his dream man -- except for his HIV-positive status. Facing this dilemma, Jeffrey turns to his best friend and an outrageous priest for guidance.",https://image.tmdb.org/t/p/w500/cacIqtIkUaD5xYqUUN1J7qJjciQ.jpg,Comedy|Drama|Romance,1995,Steven Weber|Patrick Stewart|Michael T. Weiss|Bryan Batt|Nathan Lane,Christopher Ashley
172,Johnny Mnemonic (1995),9886,"In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",https://image.tmdb.org/t/p/w500/iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg,Science Fiction|Action|Adventure,1995,Keanu Reeves|Dina Meyer|Takeshi Kitano|Ice-T|Dolph Lundgren,Robert Longo
173,Judge Dredd (1995),9482,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",https://image.tmdb.org/t/p/w500/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg,Science Fiction|Action,1995,Sylvester Stallone|Diane Lane|Armand Assante|Rob Schneider|Jürgen Prochnow,Danny Cannon
174,Jury Duty (1995),19326,"When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does everything he can to prolong the trial and deliberations and make the sequestration more comfortable for himself.",https://image.tmdb.org/t/p/w500/DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg,Comedy|Drama,1995,Pauly Shore|Tia Carrere|Stanley Tucci|Brian Doyle-Murray|Abe Vigoda,John Fortenberry
175,Kids (1995),9344,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",https://image.tmdb.org/t/p/w500/8qV8hUVCUnFIQKewzlhaFWhdszK.jpg,Drama|Crime,1995,Leo Fitzpatrick|Justin Pierce|Chloë Sevigny|Rosario Dawson|Yakira Peguero,Larry Clark
176,Living in Oblivion (1995),9071,"Low-budget independent filmmaker Nick Reve tries to keep everything together as his production is plagued with an insecure actress, a megalomaniac star, a pretentious beret-wearing director of photography, and lousy catering.",https://image.tmdb.org/t/p/w500/b54xDk98oWtEtAso9sj1wjaZDDH.jpg,Comedy,1995,Steve Buscemi|Catherine Keener|Dermot Mulroney|Danielle von Zerneck|James LeGros,Tom DiCillo
177,Lord of Illusions (1995),8973,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult who are preparing for the resurrection of their leader Nix, a powerful magician who was killed 13 years earlier.",https://image.tmdb.org/t/p/w500/8MZu8s01psozeTuD6OzstP4vSvM.jpg,Horror|Fantasy|Drama,1995,Scott Bakula|Kevin J. O'Connor|Famke Janssen|Joel Swetow|Daniel von Bargen,Clive Barker
178,Love & Human Remains (1993),15730,"In a Canadian metropolis, failed actor David shares a place with the bookish Candy, whom he dated before coming out as gay. While David, who now waits tables, pursues an aimless romance with a younger coworker, Candy dabbles in both same-sex and heterosexual affairs. As David and Candy's odd assortment of friends — including a telepathic sex worker and an ill-tempered yuppie — pass in and out of their beds, a serial murder stalks the city's women.",https://image.tmdb.org/t/p/w500/9QVw6cPXfsjr4PncE1TeWudeLmh.jpg,Comedy|Drama,1994,Thomas Gibson|Ruth Marshall|Cameron Bancroft|Mia Kirshner|Joanne Vannicola,Denys Arcand
179,Mad Love (1995),47608,"Matt falls for Casey, the new girl in school. She's fun-loving and eccentric, but there's a darkness to her whimsy that Matt can't begin to comprehend. When Casey attempts to commit suicide, her parents place her in a mental institution. Matt springs her out, and together the young lovers head on a road trip. They believe their love can ""cure"" Casey's problems. Matt starts to wonder, though, if are they inspired or misguided.",https://image.tmdb.org/t/p/w500/glhctWoYw1jg8z0FUSwFD4UTNi4.jpg,Drama|Romance,1995,Chris O'Donnell|Drew Barrymore|Matthew Lillard|Richard Chaim|Robert Nadir,Antonia Bird
180,Mallrats (1995),2293,"Both dumped by their girlfriends, two best friends seek refuge in the local mall. Eventually, they decide to try and win back their significant others and take care of their respective nemeses.",https://image.tmdb.org/t/p/w500/2ip0sGIMPN0XEN6q3lQIoaNI6tP.jpg,Romance|Comedy,1995,Jason Lee|Jeremy London|Shannen Doherty|Claire Forlani|Ben Affleck,Kevin Smith
181,Mighty Morphin Power Rangers: The Movie (1995),9070,"Six incredible teens out-maneuver and defeat evil everywhere as the Mighty Morphin Power Rangers, but this time the Power Rangers may have met their match when they face off with Ivan Ooze, the most sinister monster the galaxy has ever seen.",https://image.tmdb.org/t/p/w500/pcLbHqs80dchv0byHivhdwHKEup.jpg,Action|Adventure|Science Fiction|Fantasy,1995,Karan Ashley|Johnny Yong Bosch|Steve Cardenas|Jason David Frank|Amy Jo Johnson,Bryan Spicer
182,Moonlight and Valentino (1995),68274,A young widow still grieving over the death of her husband finds herself being comforted by a local housepainter.,https://image.tmdb.org/t/p/w500/rKJ1DwaH8pM3qDNxKFxvsQEg6wE.jpg,Comedy|Drama|Romance,1995,Elizabeth Perkins|Gwyneth Paltrow|Kathleen Turner|Whoopi Goldberg|Jon Bon Jovi,David Anspaugh
184,Nadja (1994),34574,"In a contemporary New York City, members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are being hunted by Dr. Van Helsing and his hapless nephew. As in all good vampire movies, forces of love are pitted against forces of destruction.",https://image.tmdb.org/t/p/w500/9ioGtd3mWTRkB8zyTG9ilrDqDcU.jpg,Horror|Thriller,1995,Elina Löwensohn|Suzy Amis|Galaxy Craze|Martin Donovan|Peter Fonda,Michael Almereyda
185,"Net, The (1995)",1642,"Angela Bennett is a freelance computer systems analyst who tracks down software viruses. At night she hooks up to the internet and chats to others 'surfing the net'. While de-bugging a new high-tech game for a cyber friend, she comes across a top secret program and becomes the target of a mysterious organization who will stop at nothing to erase her identity and her existence, in order to protect the project.",https://image.tmdb.org/t/p/w500/dtupntUFMD5iXBo8HLfALt2ET4R.jpg,Crime|Drama|Mystery|Thriller|Action,1995,Sandra Bullock|Jeremy Northam|Dennis Miller|Wendy Gazelle|Diane Baker,Irwin Winkler
186,Nine Months (1995),11472,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",https://image.tmdb.org/t/p/w500/y3VwPenHpiuIGb0fhgyt7PXZKLB.jpg,Romance|Comedy,1995,Hugh Grant|Julianne Moore|Tom Arnold|Joan Cusack|Jeff Goldblum,Chris Columbus
187,Party Girl (1995),36196,"Although Mary has little income, she still finds ways to spend her nights at clubs. After being arrested for throwing an illegal rave, she asks her aunt Judy for bail money. Judy then finds Mary a job at her library so that Mary can repay her. Initially, Mary finds the job as a clerk boring and stifling, and prefers to get to know a street food vendor whom she likes. However, Mary must refocus her life once she loses her job and apartment.",https://image.tmdb.org/t/p/w500/cfGEUftQVjvJHTTc3OKbzfsBamT.jpg,Comedy|Drama|Romance,1995,Parker Posey|Guillermo Díaz|Liev Schreiber|Omar Townsend|Anthony DeSando,Daisy von Scherler Mayer
188,"Prophecy, The (1995)",11980,"The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.",https://image.tmdb.org/t/p/w500/4ZWFhQipzBHJze2llzCzhrSIZsn.jpg,Horror|Fantasy|Thriller|Action|Crime|Drama|Mystery,1995,Christopher Walken|Elias Koteas|Virginia Madsen|Eric Stoltz|Viggo Mortensen,Gregory Widen
189,Reckless (1995),58372,"On Christmas Eve, a relentlessly cheerful woman escapes from the killers hired by her husband, and embarks on a series of strange encounters.",https://image.tmdb.org/t/p/w500/edNTtl2UuKcU8vXEaYgu76vISXw.jpg,Fantasy|Comedy|Drama,1995,Mia Farrow|Scott Glenn|Mary-Louise Parker|Tony Goldwyn|Stephen Dorff,Norman René
190,Safe (1995),32646,"Carol White, a Los Angeles housewife in the late 1980s, comes down with a debilitating illness with no clear diagnosis.",https://image.tmdb.org/t/p/w500/2O71QsBkbqdLqQdx2yuNpJ4pFPq.jpg,Drama,1995,Julianne Moore|Xander Berkeley|Peter Friedman|James LeGros|Dean Norris,Todd Haynes
191,"Scarlet Letter, The (1995)",10533,"Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.",https://image.tmdb.org/t/p/w500/8gIU7O3oV6NyWUjlL6ppbpnIZLW.jpg,Drama|Romance,1995,Demi Moore|Gary Oldman|Robert Duvall|Lisa Andoh|Edward Hardwicke,Roland Joffé
192,"Show, The (1995)",1244631,"In this PBS documentary, technology experts Gina Smith and John Levine provide a light, plain English introduction to the Internet, World Wide Web and related technologies for work and home use.",https://image.tmdb.org/t/p/w500/6PnGSo6KNTfLUeZDby2HyhcbPaK.jpg,Documentary,1995,Gina Smith|John R. Levine,Phillip Byrd
193,Showgirls (1995),10802,"Fresh to Las Vegas with no connections, Nomi Malone takes a job as an exotic dancer. Her talents are quickly noticed by Cristal, a headlining dancer who senses an opportunity to bolster her own act. But Nomi won’t play second fiddle and soon begins her venomous path to the top, ruthlessly backstabbing anyone who gets in her way.",https://image.tmdb.org/t/p/w500/o4HT3Ap5c99W4FYpdXUtTvxGgPc.jpg,Drama,1995,Elizabeth Berkley|Kyle MacLachlan|Gina Gershon|Glenn Plummer|Robert Davi,Paul Verhoeven
194,Smoke (1995),10149,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth.",https://image.tmdb.org/t/p/w500/1WMUaTQaj2dQrhsPI3Px0OR9eTF.jpg,Comedy|Drama,1995,Harvey Keitel|William Hurt|Stockard Channing|Harold Perrineau|Forest Whitaker,Wayne Wang
195,Something to Talk About (1995),18402,"Grace King Bichon, who is managing her father's riding-stable, discovers that her husband Eddie is deceiving her with another woman. After confronting him in the middle of the night on the streets of their small home town, she decides to stay at her sister Emma Rae's house for a while to make up her mind. Breaking out of her everyday life, she starts to question the authority of everyone.",https://image.tmdb.org/t/p/w500/a52KpsmvLNdTdmDzw1fUrJONpfH.jpg,Comedy|Drama,1995,Julia Roberts|Dennis Quaid|Robert Duvall|Gena Rowlands|Kyra Sedgwick,Lasse Hallström
196,Species (1995),9348,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",https://image.tmdb.org/t/p/w500/cT5wdyo8kT7dycqjrolJ2sHWkFx.jpg,Science Fiction|Horror|Action,1995,Natasha Henstridge|Ben Kingsley|Michael Madsen|Marg Helgenberger|Alfred Molina,Roger Donaldson
197,"Stars Fell on Henrietta, The (1995)",139408,"The setting is early America during the oil boom. An elderly, down on his luck 'oil man', Mr. Cox finds himself in the town of Henrietta. Using unconventional methods, he convinces himself and local Don Day that there is oil on Day's land. The financially strapped Day puts everything into finding oil...but at what cost?",https://image.tmdb.org/t/p/w500/dQYD0WNRNZ5OBQ8iWRySIH8TEVd.jpg,Drama,1995,Robert Duvall|Aidan Quinn|Frances Fisher|Brian Dennehy|Lexi Randall,James Keach
198,Strange Days (1995),281,"Former policeman Lenny Nero has moved into a more lucrative trade: the illegal sale of virtual reality-like recordings that allow users to experience the emotions and past experiences of others. While they typically contain tawdry incidents, Nero is shocked when he receives one showing a murder.",https://image.tmdb.org/t/p/w500/rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg,Crime|Drama|Science Fiction|Thriller,1995,Ralph Fiennes|Angela Bassett|Juliette Lewis|Tom Sizemore|Michael Wincott,Kathryn Bigelow
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",5967,"This simple romantic tragedy begins in 1957. Guy Foucher, a 20-year-old French auto mechanic, has fallen in love with 17-year-old Geneviève Emery, an employee in her widowed mother's chic but financially embattled umbrella shop. On the evening before Guy is to leave for a two-year tour of combat in Algeria, he and Geneviève make love. She becomes pregnant and must choose between waiting for Guy's return or accepting an offer of marriage from a wealthy diamond merchant.",https://image.tmdb.org/t/p/w500/tAgTf64XKK5ir7w5C7dnB53jWWG.jpg,Drama|Romance,1964,Catherine Deneuve|Nino Castelnuovo|Anne Vernon|Mireille Perrey|Marc Michel,Jacques Demy
